MYCS,artist,song,ranking
0.42,stevie nicks  tom petty,stop draggin my heart around,3370
0.42,Calboy,Envy Me,3371
0.42,portrait,here we go again,3372
0.42,no doubt,hella good,3373
0.42,eagles,new kid in town,3374
0.42,elton john,believe,3375
0.42,Drake,For Free,3376
0.42,earth wind  fire,thats the way of the world,3377
0.42,karmin,brokenhearted,3378
0.42,my chemical romance,welcome to the black parade,3379
0.42,Halsey,Now or Never,3380
0.42,roger troutman,i want to be your man,3381
0.42,stevie wonder,uptight everythings alright,3382
0.42,eddie money,take me home tonight,3383
0.42,keha,take it off,3384
0.42,carly simon,you belong to me,3385
0.42,kool  the gang,hollywood swinging,3386
0.42,wale featuring tiara thomas,bad,3387
0.42,flo rida featuring william,in the ayer,3388
0.42,enya,only time,3389
0.42,Old Dominion,One Man Band,3390
0.42,outkast,elevators me  you,3391
0.42,mase featuring puff daddy,lookin at me,3392
0.42,Luke Combs,"Going, Going, Gone",3393
0.42,chicago,make me smile,3394
0.42,michael jackson,bad,3395
0.42,jesse powell,you,3396
0.42,lobo,me and you and a dog named boo,3397
0.42,madonna,cherish,3398
0.42,aretha franklin,baby i love you,3399
0.42,eminem,mockingbird,3400
0.42,Cardi B,Be Careful,3401
0.42,janet jackson,black cat,3402
0.42,donna summer,love is in control finger on the trigger,3403
0.42,red hot chili peppers,otherside,3404
0.42,young dro featuring ti,shoulder lean,3405
0.41,leann rimes,looking through your eyes,3406
0.41,gavin degraw,not over you,3407
0.41,karla bonoff,personally,3408
0.41,cher,bang bang my baby shot me down,3409
0.41,sheryl crow,everyday is a winding road,3410
0.41,Aminé,Caroline,3411
0.41,britney spears,hold it against me,3412
0.41,Lauren Daigle,You Say,3413
0.41,the monkees,a little bit me a little bit you,3414
0.41,styx,lady,3415
0.41,plies featuring tpain,shawty,3416
0.41,jamie foxx featuring ludacris,unpredictable,3417
0.41,delbert mcclinton,giving it up for your love,3418
0.41,sean paul featuring sasha,im still in love with you,3419
0.41,jayz featuring ugk,big pimpin,3420
0.41,steve forbert,romeos tune,3421
0.41,faith evans,i love you,3422
0.41,shakira featuring alejandro sanz,la tortura,3423
0.41,dolly parton,here you come again,3424
0.41,avicii,hey brother,3425
0.41,aerosmith,cryin,3426
0.41,Marshmello,Wolves,3427
0.41,jodeci,cry for you,3428
0.41,ace frehley,new york groove,3429
0.41,blake shelton featuring pistol annies and friends,boys round here,3430
0.41,lou christie,im gonna make you mine,3431
0.41,derek and the dominos,layla,3432
0.41,the kinks,tired of waiting for you,3433
0.41,the beatles,lady madonna,3434
0.41,zz top,legs,3435
0.41,hifive,i cant wait another minute,3436
0.41,drake,over,3437
0.41,fall out boy,uma thurman,3438
0.41,barbra streisand,my heart belongs to me,3439
0.41,the four tops,aint no woman like the one ive got,3440
0.41,Flume,Never Be Like You,3441
0.41,white lion,when the children cry,3442
0.41,tavares,heaven must be missing an angel,3443
0.41,Jason Aldean,Got What I Got,3444
0.41,after 7,cant stop,3445
0.41,daniel bedingfield,if youre not the one,3446
0.41,prince,sign o the times,3447
0.41,pebbles,girlfriend,3448
0.41,frijid pink,the house of the rising sun,3449
0.41,styx,dont let it end,3450
0.41,paul mccartney,another dayoh woman oh why,3451
0.41,william devaughn,be thankful for what you got,3452
0.41,jermaine stewart,we dont have to take our clothes off,3453
0.41,tears for fears,head over heels,3454
0.41,total featuring missy elliott,trippin,3455
0.41,u2,one,3456
0.41,blues traveler,hook,3457
0.41,john mayer,say,3458
0.41,natalie merchant,carnival,3459
0.4,aerosmith,janies got a gun,3460
0.4,dire straits,sultans of swing,3461
0.4,Surfaces,Sunday Best,3462
0.4,r kelly,thoia thoing,3463
0.4,Tyler Hubbard,Dancin' in the Country,3464
0.4,linkin park,new divide,3465
0.4,s club 7,never had a dream come true,3466
0.4,eric weissberg  steve mandell,dueling banjos,3467
0.4,quincy jones featuring james ingram,one hundred ways,3468
0.4,lesley gore,california nights,3469
0.4,2pac,keep ya head up,3470
0.4,ugly kid joe,cats in the cradle,3471
0.4,kanye west,through the wire,3472
0.4,the jacksons,state of shock,3473
0.4,anne murray,daydream believer,3474
0.4,cyndi lauper,change of heart,3475
0.4,grand funk,bad time,3476
0.4,laura branigan,how am i supposed to live without you,3477
0.4,michael jackson,dirty diana,3478
0.4,cliff richard,a little in love,3479
0.4,Ryan Hurd,Chasing After You,3480
0.4,aretha franklin,day dreaming,3481
0.4,usher,more,3482
0.4,mc lyte,cold rock a party,3483
0.4,skid row,18 and life,3484
0.4,silk,if you,3485
0.4,jason derulo,trumpets,3486
0.4,The Weeknd,In the Night,3487
0.4,tom petty,you dont know how it feels,3488
0.4,jordin sparks,one step at a time,3489
0.4,johnny bristol,hang on in there baby,3490
0.4,phillip phillips,gone gone gone,3491
0.4,bread,if,3492
0.4,Cardi B,Bartier Cardi,3493
0.4,ray stevens,gitarzan,3494
0.4,Walker Hayes,AA,3495
0.4,Panic! at the Disco,"Hey Look Ma, I Made It",3496
0.4,lisa lisa and cult jam,all cried out,3497
0.4,Ayo & Teo,Rolex,3498
0.4,donovan,hurdy gurdy man,3499
0.4,gary lewis  the playboys,count me in,3500
0.4,the beach boys,sloop john b,3501
0.4,ll cool j,doin it,3502
0.4,engelbert humperdinck,after the lovin,3503
0.4,son by four,a puro dolor,3504
0.4,cece peniston,keep on walkin,3505
0.4,harold faltermeyer,axel f,3506
0.4,chicago,25 or 6 to 4,3507
0.4,the klf,3 am eternal,3508
0.4,beyonce,711,3509
0.4,linda ronstadt,blue bayou,3510
0.4,daniel bedingfield,gotta get thru this,3511
0.4,the brothers johnson,ill be good to you,3512
0.396,sean paul,we be burnin,3513
0.396,kelly clarkson,already gone,3514
0.39,george michael,fastlove,3515
0.39,mocedades,eres tu,3516
0.39,stevie wonder,higher ground,3517
0.39,Ariana Grande,God Is a Woman,3518
0.39,Kendrick Lamar,DNA,3519
0.39,david bowie,china girl,3520
0.39,michael bolton,time love and tenderness,3521
0.39,steely dan,peg,3522
0.39,alice cooper,only women bleed,3523
0.39,snoop doggy dogg,whats my name,3524
0.39,white plains,my baby loves lovin,3525
0.39,elton john,blue eyes,3526
0.39,eminem featuring nate dogg,shake that,3527
0.39,beyonce featuring shakira,beautiful liar,3528
0.39,neil diamond,america,3529
0.39,rihanna featuring neyo,hate that i love you,3530
0.39,Megan Thee Stallion,Sweetest Pie,3531
0.39,the outfield,your love,3532
0.39,selena gomez,the heart wants what it wants,3533
0.39,busta rhymes featuring p diddy and pharrell,pass the courvoisier part ii,3534
0.39,digital underground,the humpty dance,3535
0.39,jagged edge,he cant love u,3536
0.39,Gabby Barrett,The Good Ones,3537
0.39,David Kushner,Daylight,3538
0.39,steppenwolf,magic carpet ride,3539
0.39,steve miller band,jet airliner,3540
0.39,avril lavigne,what the hell,3541
0.39,the rolling stones,19th nervous breakdown,3542
0.39,genesis,hold on my heart,3543
0.39,marvin gaye,mercy mercy me the ecology,3544
0.39,Meghan Trainor,Me Too,3545
0.39,tamia,stranger in my house,3546
0.39,lauryn hill,exfactor,3547
0.39,eagles,i cant tell you why,3548
0.39,chic,i want your love,3549
0.39,cher,the way of love,3550
0.39,Juice Wrld,Godzilla,3551
0.39,maroon 5,misery,3552
0.39,gloria estefan and miami sound machine,123,3553
0.39,jadakiss,why,3554
0.39,sade,smooth operator,3555
0.39,baby bash featuring akon,baby im back,3556
0.39,the kinks,all day and all of the night,3557
0.39,pitbull,back in time,3558
0.39,expose,come go with me,3559
0.39,rick springfield,love somebody,3560
0.39,duran duran,i dont want your love,3561
0.39,tyrone davis,can i change my mind,3562
0.39,the beach boys,rock and roll music,3563
0.39,the mamas  the papas,dedicated to the one i love,3564
0.384,sara bareilles,brave,3565
0.38,captain  tennille,shop around,3566
0.38,Karol G,Provenza,3567
0.38,anne murray,you needed me,3568
0.38,mary jane girls,in my house,3569
0.38,ying yang twins,wait the whisper song,3570
0.38,Jonas Brothers,Leave Before You Love Me,3571
0.38,justin timberlake,sexyback,3572
0.38,jackie deshannon,what the world needs now is love,3573
0.38,lupe fiasco featuring matthew santos,superstar,3574
0.38,the kinks,come dancing,3575
0.38,positive k,i got a man,3576
0.38,booker t  the mgs,time is tight,3577
0.38,culture club,miss me blind,3578
0.38,the gogos,our lips are sealed,3579
0.38,Rihanna,Lift Me Up,3580
0.38,the fireballs,bottle of wine,3581
0.38,avant,separated,3582
0.38,taylor dayne,ill be your shelter,3583
0.38,50 cent,wanksta,3584
0.38,jason aldean,burnin it down,3585
0.38,dan hill featuring vonda shepard,cant we try,3586
0.38,Elle King,Ex's & Oh's,3587
0.38,the surfaris,wipe out,3588
0.38,burton cummings,stand tall,3589
0.38,karyn white,the way i feel about you,3590
0.38,isaac hayes,dont let go,3591
0.38,Luke Combs,Beer Never Broke My Heart,3592
0.38,wham,im your man,3593
0.38,john cougar,aint even done with the night,3594
0.38,38 special,second chance,3595
0.38,sarah mclachlan,building a mystery,3596
0.38,case featuring foxy brown,touch me tease me,3597
0.38,bob featuring rivers cuomo,magic,3598
0.38,al green,here i am come and take me,3599
0.38,2 Chainz,Big Bank,3600
0.38,jordan knight,give it to you,3601
0.38,bachmanturner overdrive,takin care of business,3602
0.38,daughtry,no surprise,3603
0.38,tinie tempah featuring eric turner,written in the stars,3604
0.38,Zay Hilfigerrr & Zayion McCall,Juju on That Beat (TZ Anthem),3605
0.38,j cole,work out,3606
0.38,next,i still love you,3607
0.38,carol douglas,doctors orders,3608
0.38,rickie lee jones,chuck es in love,3609
0.38,the young rascals,how can i be sure,3610
0.38,chingy featuring tyrese,pullin me back,3611
0.38,pebbles,mercedes boy,3612
0.38,eamon,fuck it i dont want you back,3613
0.38,enigma,sadeness part i,3614
0.38,jessica simpson,irresistible,3615
0.38,the friends of distinction,love or let me be lonely,3616
0.38,Juice Wrld,Bandit,3617
0.38,little big town,girl crush,3618
0.38,brewer  shipley,one toke over the line,3619
0.38,three dog night,black and white,3620
0.37,Ed Sheeran,Eyes Closed,3621
0.37,tom petty and the heartbreakers,dont do me like that,3622
0.37,goo goo dolls,black balloon,3623
0.37,michael jackson,butterflies,3624
0.37,shakira,she wolf,3625
0.37,phil collins,dont lose my number,3626
0.37,trey songz,slow motion,3627
0.37,dr hook  the medicine show,sylvias mother,3628
0.37,bay city rollers,saturday night,3629
0.37,karyn white,the way you love me,3630
0.37,the hollies,carrie anne,3631
0.37,the dells,stay in my corner,3632
0.37,sunshine anderson,heard it all before,3633
0.37,adele,rumour has it,3634
0.37,ll cool j,around the way girl,3635
0.37,sheena easton,you could have been with me,3636
0.37,avril lavigne,keep holding on,3637
0.37,tom jones,its not unusual,3638
0.37,r kelly,your bodys callin,3639
0.37,janet jackson,you want this,3640
0.37,backstreet boys,incomplete,3641
0.37,Thomas Rhett,Die a Happy Man,3642
0.37,the brotherhood of man,united we stand,3643
0.37,carl thomas,i wish,3644
0.37,j holiday,suffocate,3645
0.37,scritti politti,perfect way,3646
0.37,bw stevenson,my maria,3647
0.37,Rae Sremmurd,Swang,3648
0.37,count five,psychotic reaction,3649
0.37,naked eyes,promises promises,3650
0.37,huey lewis and the news,if this is it,3651
0.37,luke bryan,play it again,3652
0.37,Young Thug,The London,3653
0.37,m'ya,my love is likewo,3654
0.37,flo rida,i cry,3655
0.37,avant featuring snoop dogg,read your mind,3656
0.37,golden earring,radar love,3657
0.37,evelyn champagne king,shame,3658
0.37,celine dion and peabo bryson,beauty and the beast,3659
0.37,kc and the sunshine band,get down tonight,3660
0.37,8th day,shes not just another woman,3661
0.37,kelis featuring too short,bossy,3662
0.37,zhane,hey mr dj,3663
0.37,dionne warwick,this girls in love with you,3664
0.37,StaySolidRocky,Party Girl,3665
0.37,Dan + Shay,Glad You Exist,3666
0.37,elvis presley,way down,3667
0.37,tom petty,free fallin,3668
0.37,inoj,time after time,3669
0.37,billy idol,to be a lover,3670
0.37,kris kross,tonites tha night ,3671
0.37,huey lewis and the news,perfect world,3672
0.36,the carpenters,weve only just begun,3673
0.36,joe cocker,you are so beautiful,3674
0.36,dave matthews band,the space between,3675
0.36,r kelly,step in the name of love,3676
0.36,michael jackson,shes out of my life,3677
0.36,queen,another one bites the dust,3678
0.36,america,you can do magic,3679
0.36,cyndi lauper,all through the night,3680
0.36,the cars,you might think,3681
0.36,robert miles,children,3682
0.36,the winstons,color him father,3683
0.36,one direction,drag me down,3684
0.36,jibbs,chain hang low,3685
0.36,tone loc,funky cold medina,3686
0.36,freda payne,bring the boys home,3687
0.36,bruce hornsby and the range,mandolin rain,3688
0.36,mario featuring gucci mane and sean garrett,break up,3689
0.36,little river band,the other guy,3690
0.36,sir douglas quintet,shes about a mover,3691
0.36,pebbles,giving you the benefit,3692
0.36,the temptations,beauty is only skin deep,3693
0.36,eric benet featuring tamia,spend my life with you,3694
0.36,curtis mayfield,superfly,3695
0.36,jimmy ray,are you jimmy ray,3696
0.36,dave loggins,please come to boston,3697
0.36,donell jones,u know whats up,3698
0.36,the escape club,ill be there,3699
0.36,Ella Mai,Trip,3700
0.36,lil flip,game over flip,3701
0.36,Post Malone,White Iverson,3702
0.36,ti,bring em out,3703
0.36,Shakira,TQG,3704
0.36,james brown,living in america,3705
0.36,new boyz featuring ray j,tie me down,3706
0.36,little river band,reminiscing,3707
0.36,mcfadden  whitehead,aint no stoppin us now,3708
0.36,the carpenters,hurting each other,3709
0.36,Drake,Passionfruit,3710
0.36,kris kross,warm it up,3711
0.36,of monsters and men,little talks,3712
0.36,Benny Blanco,Lonely,3713
0.36,blues magoos,we aint got nothin yet,3714
0.36,cypress hill,insane in the brain,3715
0.36,willie mitchell,soul serenade,3716
0.36,barry manilow,weekend in new england,3717
0.36,elton john,island girl,3718
0.36,brandy,what about us,3719
0.36,Maddie & Tae,Die from a Broken Heart,3720
0.36,white town,your woman,3721
0.36,tinashe featuring schoolboy q,2 on,3722
0.36,calvin harris featuring neyo,lets go,3723
0.36,inxs,new sensation,3724
0.36,keyshia cole featuring missy elliott and lil kim,let it go,3725
0.36,alan jackson featuring jimmy buffett,its five oclock somewhere,3726
0.36,Charlie Puth,How Long,3727
0.36,Daddy Yankee,Con Calma,3728
0.35,ace of base,cruel summer,3729
0.35,gilbert osullivan,get down,3730
0.35,john cougar mellencamp,rock in the usa,3731
0.35,Jason Aldean,Try That in a Small Town,3732
0.35,checkmates ltd,black pearl,3733
0.35,Gnash,Lights Down Low,3734
0.35,jefferson starship,count on me,3735
0.35,the staple singers,lets do it again,3736
0.35,jason derulo,the other side,3737
0.35,tom jones,delilah,3738
0.35,nicki minaj,your love,3739
0.35,faith hill,there youll be,3740
0.35,mark lindsay,arizona,3741
0.35,adam clayton and larry mullen,theme from mission impossible,3742
0.35,dru hill,these are the times,3743
0.35,bryan adams,run to you,3744
0.35,carrie underwood,good girl,3745
0.35,wet willie,keep on smilin,3746
0.35,prince and the new power generation,cream,3747
0.35,the tbones,no matter what shape your stomachs in,3748
0.35,DJ Khaled,Popstar,3749
0.35,florida georgia line,dirt,3750
0.35,sean paul,like glue,3751
0.35,souldecision featuring thrust,faded,3752
0.35,total featuring the notorious big,cant you see,3753
0.35,michael jackson,in the closet,3754
0.35,finger eleven,one thing,3755
0.35,swing out sister,breakout,3756
0.35,rare earth,i just want to celebrate,3757
0.35,the alan parsons project,games people play,3758
0.35,sam cooke,shake,3759
0.35,david banner featuring chris brown,get like me,3760
0.35,ronnie milsap,it was almost like a song,3761
0.35,depeche mode,enjoy the silence,3762
0.35,YNW Melly,Murder on My Mind,3763
0.35,harry nilsson,coconut,3764
0.35,Kendrick Lamar,Loyalty,3765
0.35,nicki minaj featuring drake and lil wayne,truffle butter,3766
0.35,Tove Lo,Close,3767
0.35,little river band,lonesome loser,3768
0.35,paul anka  odia coates,one man womanone woman man,3769
0.35,the script,for the first time,3770
0.35,the easybeats,friday on my mind,3771
0.35,jimmy cliff,i can see clearly now,3772
0.35,irene cara,fame,3773
0.35,the bangles,in your room,3774
0.35,air supply,making love out of nothing at all,3775
0.35,madonna,deeper and deeper,3776
0.35,daryl hall  john oates,did it in a minute,3777
0.35,shakira,underneath your clothes,3778
0.35,madonna,lucky star,3779
0.35,Måneskin,Beggin',3780
0.35,Ed Sheeran,Bam Bam,3781
0.35,destinys child,cater 2 u,3782
0.35,coolio featuring 40 thevz,c u when u get there,3783
0.35,pretty poison,catch me im falling,3784
0.34,bruce springsteen,glory days,3785
0.34,daryl hall  john oates,family man,3786
0.34,eric clapton,i cant stand it,3787
