MYCS,artist,song,ranking
0.55,dr hook  the medicine show,sharing the night together,2683
0.55,scandal,the warrior,2684
0.55,Luke Combs,Beautiful Crazy,2685
0.55,green day,wake me up when september ends,2686
0.55,inxs,devil inside,2687
0.55,hammer,2 legit 2 quit,2688
0.55,aretha franklin,sweet sweet baby since youve been gone,2689
0.55,madonna,causing a commotion,2690
0.55,new york city,im doin fine now,2691
0.55,monica,why i love you so much  aint nobody,2692
0.55,Shawn Mendes,In My Blood,2693
0.55,five for fighting,superman its not easy,2694
0.55,tpain featuring lil wayne,cant believe it,2695
0.55,james  bobby purify,im your puppet,2696
0.55,sheena easton,strut,2697
0.55,Cole Swindell,She Had Me at Heads Carolina,2698
0.55,lil kim featuring da brat left eye missy elliott and angie martinez,not tonight,2699
0.54,henry gross,shannon,2700
0.54,the 5th dimension,up up and away,2701
0.54,horst jankowski,a walk in the black forest,2702
0.54,the greg kihn band,the breakup song they dont write em,2703
0.54,the lemon pipers,green tambourine,2704
0.54,miami sound machine,words get in the way,2705
0.54,bj thomas,im so lonesome i could cry,2706
0.54,the brothers johnson,stomp,2707
0.54,peabo bryson,if ever youre in my arms again,2708
0.54,the notorious big,big poppa,2709
0.54,juice newton,loves been a little bit hard on me,2710
0.54,whitney houston,you give good love,2711
0.54,linda ronstadt,when will i be loved,2712
0.54,Jordan Davis,Next Thing You Know,2713
0.54,david gates,goodbye girl,2714
0.54,kenny rogers,she believes in me,2715
0.54,112 featuring lil zane,anywhere,2716
0.54,ti,what you know,2717
0.54,Kendrick Lamar,All the Stars,2718
0.54,bone thugsnharmony,look into my eyes,2719
0.54,Drake,Wants and Needs,2720
0.54,alive n kickin,tighter tighter,2721
0.54,crosby stills  nash,just a song before i go,2722
0.54,mariah carey,anytime you need a friend,2723
0.54,luther vandross,power of lovelove power,2724
0.54,alicia keys,like youll never see me again,2725
0.54,take that,back for good,2726
0.54,kanye west featuring syleena johnson,all falls down,2727
0.54,bobby valentino,slow down,2728
0.54,puff daddy featuring jimmy page,come with me,2729
0.54,the spinners,could it be im falling in love,2730
0.54,johnny nash,i can see clearly now,2731
0.54,eminem dr dre and 50 cent,crack a bottle,2732
0.54,big sean featuring e40,i dont fuck with you,2733
0.54,eminem,cleanin out my closet,2734
0.54,paramore,aint it fun,2735
0.54,lionel richie,truly,2736
0.54,kws,please dont go,2737
0.54,michael jackson,will you be there,2738
0.54,carly simon,thats the way ive always heard it should be,2739
0.54,Blueface,Thotiana,2740
0.54,clay aiken,this is the night,2741
0.54,mc hammer,have you seen her,2742
0.54,the watts 103rd street rhythm band,do your thing,2743
0.54,dionne warwick  the spinners,then came you,2744
0.54,richard marx,shouldve known better,2745
0.54,total,kissin you,2746
0.54,Doja Cat,Vegas,2747
0.54,dj khaled featuring drake rick ross and lil wayne,im on one,2748
0.54,aerosmith,jaded,2749
0.54,genesis,in too deep,2750
0.53,beyonce,if i were a boy,2751
0.53,Lady Gaga,Rain on Me,2752
0.53,the yardbirds,for your love,2753
0.53,cobra starship featuring sabi,you make me feel,2754
0.53,survivor,the search is over,2755
0.53,marvin hamlisch,the entertainer,2756
0.53,rod stewart,young turks,2757
0.53,Young Thug,Pushin P,2758
0.53,j cole featuring miguel,power trip,2759
0.53,Kent Jones,Don't Mind,2760
0.53,Raye,Escapism,2761
0.53,don henley,dirty laundry,2762
0.53,scott mckenzie,san francisco be sure to wear flowers in your hair,2763
0.53,allen kriskris allen,live like were dying,2764
0.53,rocky burnette,tired of toein the line,2765
0.53,Young Thug,Way 2 Sexy,2766
0.53,pitbull featuring chris brown,international love,2767
0.53,paul simon,slip slidin away,2768
0.53,the temptations,aint too proud to beg,2769
0.53,4:00 PM,sukiyaki,2770
0.53,elton john,daniel,2771
0.53,the allamerican rejects,dirty little secret,2772
0.53,pointer sisters,automatic,2773
0.53,stevie wonder,if you really love me,2774
0.53,whitney houston featuring cece winans,count on me,2775
0.53,john mayer,your body is a wonderland,2776
0.53,badfinger,come and get it,2777
0.53,1910 fruitgum company,1 2 3 red light,2778
0.53,barry white,youre the first the last my everything,2779
0.53,janet jackson,lets wait awhile,2780
0.53,the alan parsons project,time,2781
0.53,shai,comforter,2782
0.53,sylke fyne featuring chill,romeo and juliet,2783
0.53,taylor dayne,with every beat of my heart,2784
0.53,the bangles,manic monday,2785
0.53,702,get it together,2786
0.53,rihanna,bitch better have my money,2787
0.53,21 Savage,Bank Account,2788
0.53,chicago,i dont wanna live without your love,2789
0.53,kci  jojo,tell me its real,2790
0.53,elvis presley,burning love,2791
0.53,britney spears,toxic,2792
0.53,bobby brown,every little step,2793
0.53,janet jackson,because of love,2794
0.53,wilson phillips,impulsive,2795
0.53,mint condition,breakin my heart pretty brown eyes,2796
0.53,village people,in the navy,2797
0.53,the grass roots,id wait a million years,2798
0.53,chicago,if you leave me now,2799
0.53,aloe blacc,the man,2800
0.53,musiq soulchild,halfcrazy,2801
0.53,smash mouth,then the morning comes,2802
0.53,alice cooper,you and me,2803
0.53,robin thicke,lost without u,2804
0.53,jagged edge,promise,2805
0.53,Migos,Stir Fry,2806
0.528,neon trees,animal,2807
0.52,simon  garfunkel,cecilia,2808
0.52,the cranberries,linger,2809
0.52,huey lewis and the news,hip to be square,2810
0.52,the standells,dirty water,2811
0.52,trapt,headstrong,2812
0.52,keri hilson featuring lil wayne,turnin me on,2813
0.52,rich homie quan,flex ooh ooh ooh,2814
0.52,the beach boys,california girls,2815
0.52,olivia newtonjohn,please mr please,2816
0.52,celine dion,all by myself,2817
0.52,Florida Georgia Line,H.O.L.Y.,2818
0.52,m'ya and sisqo,its all about me,2819
0.52,Kali Uchis,Telepatía,2820
0.52,boz scaggs,lowdown,2821
0.52,chris brown,yeah 3x,2822
0.52,the cover girls,wishing on a star,2823
0.52,abba,waterloo,2824
0.52,the j geils band,freezeframe,2825
0.52,kylie minogue,the locomotion,2826
0.52,dr hook,better love next time,2827
0.52,frank mills,music box dancer,2828
0.52,r kelly featuring ti and tpain,im a flirt,2829
0.52,michael jackson and paul mccartney,the girl is mine,2830
0.52,alicia keys,girl on fire,2831
0.52,eiffel 65,blue da ba dee,2832
0.52,dire straits,walk of life,2833
0.52,heatwave,the groove line,2834
0.52,bobby brown,good enough,2835
0.52,florida georgia line featuring luke bryan,this is how we roll,2836
0.52,the cowsills,the rain the park  other things,2837
0.52,bruce springsteen,hungry heart,2838
0.52,gladys knight  the pips,midnight train to georgia,2839
0.52,case,missing you,2840
0.52,diana ross,missing you,2841
0.52,aretha franklin,spanish harlem,2842
0.52,johnny rivers,swayin to the music slow dancing,2843
0.52,Sheck Wes,Mo Bamba,2844
0.52,Grupo Frontera,Un x100to,2845
0.52,pussycat dolls,when i grow up,2846
0.52,the doors,touch me,2847
0.52,shannon,let the music play,2848
0.52,Luke Bryan,Buy Dirt,2849
0.52,betty wright,clean up woman,2850
0.52,mr cheeks,lights camera action,2851
0.52,matchbox 20,back 2 good,2852
0.52,friend  lover,reach out of the darkness,2853
0.52,janet jackson,come back to me,2854
0.52,rihanna featuring jeezy,hard,2855
0.52,ying yang twins featuring lil jon  the east side boyz,salt shaker,2856
0.52,trillville featuring cutty,some cut,2857
0.52,new kids on the block,hangin tough,2858
0.52,nickelback,savin me,2859
0.52,michael bolton,love is a wonderful thing,2860
0.516,drake featuring kanye west lil wayne and eminem,forever,2861
0.51,charles wright  the watts 103rd street rhythm band,love land,2862
0.51,SZA,I Hate U,2863
0.51,blaque,808,2864
0.51,jayz featuring mr hudson,young forever,2865
0.51,nicki minaj featuring drake,moment 4 life,2866
0.51,nickelback,if everyone cared,2867
0.51,boston,amanda,2868
0.51,the moody blues,go now,2869
0.51,phil collins and marilyn martin,separate lives,2870
0.51,hermans hermits,theres a kind of hush,2871
0.51,CJ,Whoopty,2872
0.51,the charlie daniels band,the devil went down to georgia,2873
0.51,linda ronstadt,youre no good,2874
0.51,peter frampton,show me the way live,2875
0.51,hifive,shes playing hard to get,2876
0.51,demi lovato,heart attack,2877
0.51,jessica simpson,with you,2878
0.51,hootie  the blowfish,time,2879
0.51,Stephen Sanchez,Until I Found You,2880
0.51,big tymers,still fly,2881
0.51,spiral starecase,more today than yesterday,2882
0.51,pet shop boys with dusty springfield,what have i done to deserve this,2883
0.51,julio iglesias and willie nelson,to all the girls ive loved before,2884
0.51,michelle,no more lies,2885
0.51,reo speedwagon,keep the fire burnin,2886
0.51,mariah carey,dont forget about us,2887
0.51,jay ferguson,thunder island,2888
0.51,argent,hold your head up,2889
0.51,rupert holmes,him,2890
0.51,rod stewart,my heart cant tell you no,2891
0.51,sting featuring cheb mami,desert rose,2892
0.51,Charlie Puth,We Don't Talk Anymore,2893
0.51,helen reddy,i dont know how to love him,2894
0.51,twayne,nasty freestyle,2895
0.51,pussycat dolls,i hate this part,2896
0.51,franke and the knockouts,sweetheart,2897
0.51,Kendrick Lamar,Love,2898
0.51,ginuwine,in those jeans,2899
0.51,4 non blondes,whats up,2900
0.51,rod stewart,rhythm of my heart,2901
0.51,Black Eyed Peas,Ritmo (Bad Boys for Life),2902
0.51,mkto,classic,2903
0.51,snoop dogg,sexual eruption,2904
0.51,the hollies,the air that i breathe,2905
0.51,Khalid,Beautiful People,2906
0.51,fat joe featuring nelly,get it poppin,2907
0.51,kajagoogoo,too shy,2908
0.51,andrew gold,lonely boy,2909
0.51,the rolling stones,jumpin jack flash,2910
0.51,beck,loser,2911
0.51,bob lind,elusive butterfly,2912
0.51,chicago,will you still love me,2913
0.51,deep purple,smoke on the water,2914
0.51,hanson,i will come to you,2915
0.504,toya,i do,2916
0.504,neyo,let me love you until you learn to love yourself,2917
0.504,Burl Ives,A Holly Jolly Christmas,2918
0.5,the osmonds,yoyo,2919
0.5,terri gibbs,somebodys knockin,2920
0.5,shirley bassey,goldfinger,2921
0.5,keha featuring 3oh3,blah blah blah,2922
0.5,neyo,sexy love,2923
0.5,love and rockets,so alive,2924
0.5,coldplay,a sky full of stars,2925
0.5,bazuka,dynomite,2926
0.5,gym class heroes featuring neon hitch,ass back home,2927
0.5,sammy davis jr,ive gotta be me,2928
0.5,Ariana Grande,Into You,2929
0.5,Childish Gambino,This Is America,2930
0.5,dr dre featuring eminem and skylar grey,i need a doctor,2931
0.5,bob seger and the silver bullet band,against the wind,2932
0.5,madonna,youll see,2933
0.5,john stewart,gold,2934
0.5,Don Toliver,Lemonade,2935
0.5,nicki minaj featuring drake lil wayne and chris brown,only,2936
0.5,barenaked ladies,one week,2937
0.5,Bruno Mars,Wake Up in the Sky,2938
0.5,tyrone davis,turn back the hands of time,2939
0.5,n sync,this i promise you,2940
0.5,fleetwood mac,little lies,2941
0.5,switchfoot,meant to live,2942
0.5,richard harris,macarthur park,2943
0.5,SZA,Shirt,2944
0.5,gin blossoms,found out about you,2945
0.5,atlanta rhythm section,imaginary lover,2946
0.5,adam ant,goody twoshoes,2947
0.5,huey lewis and the news,do you believe in love,2948
0.5,the buckinghams,mercy mercy mercy,2949
0.5,Rod Wave,Heart on Ice,2950
0.5,steely dan,rikki dont lose that number,2951
0.5,lloyd,get it shawty,2952
0.5,maroon 5,love somebody,2953
0.5,Dove Cameron,Boyfriend,2954
0.5,nickelback,gotta be somebody,2955
0.5,colby odonis featuring akon,what you got,2956
0.5,cc music factory,things that make you go hmmm,2957
0.5,simon  garfunkel,i am a rock,2958
0.5,prince and the revolution,raspberry beret,2959
0.5,stacey q,two of hearts,2960
0.5,stevie wonder,i wish,2961
0.5,the chakachas,jungle fever,2962
0.5,the jets,make it real,2963
0.5,alicia keys,a womans worth,2964
0.5,eminem,the real slim shady,2965
0.5,aerosmith,dream on,2966
0.5,billy ocean,caribbean queen,2967
0.5,2pac,dear mama,2968
0.5,tal bachman,shes so high,2969
0.5,david banner,play,2970
0.5,george michael,praying for time,2971
0.5,dr hook  the medicine show,the cover of the rolling stone,2972
0.49,Drake,Nonstop,2973
0.49,ray charles,crying time,2974
0.49,the ojays,i love music,2975
0.49,houston featuring chingy nate dogg and i20,i like that,2976
0.49,Doja Cat,Paint the Town Red,2977
0.49,the clash,rock the casbah,2978
0.49,snoop doggy dogg,gin and juice,2979
0.49,prince and the new power generation,7,2980
0.49,information society,whats on your mind pure energy,2981
0.49,the blackbyrds,walking in rhythm,2982
0.49,leo sayer,more than i can say,2983
0.49,carly simon  james taylor,mockingbird,2984
0.49,aretha franklin,bridge over troubled water,2985
0.49,mumford  sons,i will wait,2986
0.49,the kinks,lola,2987
0.49,jason mraz,the remedy i wont worry,2988
0.49,donna summer,on the radio,2989
0.49,billy joe royal,down in the boondocks,2990
0.49,ricky martin,shes all i ever had,2991
0.49,Joji,Glimpse of Us,2992
0.49,bob seger  the silver bullet band,still the same,2993
0.49,charlie rich,behind closed doors,2994
0.49,SZA,Good Days,2995
0.49,craig david,7 days,2996
0.49,pink,please dont leave me,2997
0.49,fleetwood mac,dont stop,2998
0.49,divinyls,i touch myself,2999
0.49,petula clark,this is my song,3000
0.49,3 doors down,its not my time,3001
0.49,amy grant,good for me,3002
0.49,bob dylan,lay lady lay,3003
0.49,k p  envyi,swing my way,3004
0.49,jose feliciano,light my fire,3005
0.49,sia,elastic heart,3006
0.49,the red jumpsuit apparatus,face down,3007
0.49,Morgan Wallen,Whiskey Glasses,3008
0.49,Gwen Stefani,Nobody but You,3009
0.49,bread,everything i own,3010
0.49,paul davis,cool night,3011
0.49,suzanne vega,luka,3012
0.49,jayz,izzo hova,3013
0.49,Migos,T-Shirt,3014
0.49,e40 featuring tpain and kandi girl,u and dat,3015
0.49,billy ocean,suddenly,3016
0.49,genesis,thats all,3017
0.49,the jets,crush on you,3018
0.49,wings,goodnight tonight,3019
0.49,Kiiara,Gold,3020
0.49,new kids on the block,you got it the right stuff,3021
0.49,jamie walters,hold on,3022
0.49,michael bolton,how can we be lovers,3023
0.48,glenn yarbrough,baby the rain must fall,3024
0.48,immature,never lie,3025
0.48,donovan,atlantis,3026
0.48,Bryson Tiller,Exchange,3027
0.48,jackie wilson,your love keeps lifting me higher and higher,3028
0.48,lionel richie,running with the night,3029
0.48,next,wifey,3030
0.48,christopher cross,arthurs theme best that you can do,3031
0.48,tierra,together,3032
0.48,dna featuring suzanne vega,toms diner,3033
0.48,bananarama,i heard a rumour,3034
0.48,barbra streisand and bryan adams,i finally found someone,3035
0.48,Yo Gotti,Rake It Up,3036
0.48,demi lovato,cool for the summer,3037
0.48,heart,barracuda,3038
0.48,luke bryan,drunk on you,3039
0.48,madness,our house,3040
0.48,toby beau,my angel baby,3041
0.48,lil mo featuring fabolous,superwoman pt ii,3042
0.48,def leppard,armageddon it,3043
0.48,nelly furtado,turn off the light,3044
0.48,jay sean featuring sean paul and lil jon,do you remember,3045
0.48,the rolling stones,emotional rescue,3046
0.48,baby boy da prince,the way i live,3047
0.48,johnny rivers,secret agent man,3048
0.48,phil collins,do you remember,3049
0.48,taylor dayne,tell it to my heart,3050
0.48,trey songz,na na,3051
0.48,joni mitchell,help me,3052
0.48,orchestral manoeuvres in the dark,if you leave,3053
0.48,loggins and messina,your mama dont dance,3054
0.48,xscape,the arms of the one who loves you,3055
0.48,Jessica Darrow,Surface Pressure,3056
0.48,toad the wet sprocket,all i want,3057
0.48,Meghan Trainor,Made You Look,3058
0.48,Chris Stapleton,Starting Over,3059
0.48,mungo jerry,in the summertime,3060
0.48,sister sledge,we are family,3061
0.48,don henley,the boys of summer,3062
0.48,the dramatics,in the rain,3063
0.48,pink,try,3064
0.48,ruben studdard,sorry 2004,3065
0.48,camron featuring juelz santana and freekey zekey,hey ma,3066
0.48,ludacris featuring bobby valentino,pimpin all over the world,3067
0.48,people,i love you,3068
0.48,gladys knight  the pips,the way we weretry to remember,3069
0.48,will smith,miami,3070
0.48,fleetwood mac,say you love me,3071
0.48,the partridge family,doesnt somebody want to be wanted,3072
0.48,dr dre,keep their heads ringin,3073
0.48,38 special,caught up in you,3074
0.48,Kane Brown,Heaven,3075
0.48,leona lewis,better in time,3076
0.48,kelly rowland featuring lil wayne,motivation,3077
0.48,Blake Shelton,God's Country,3078
0.48,dr dre featuring snoop doggy dogg,dre day,3079
0.47,murray head,one night in bangkok,3080
0.47,r dean taylor,indiana wants me,3081
0.47,bruce springsteen,streets of philadelphia,3082
0.47,everclear,wonderful,3083
0.47,brian mcknight,one last cry,3084
0.47,corona,the rhythm of the night,3085
0.47,melissa manchester,midnight blue,3086
0.47,after 7,ready or not,3087
0.47,simon  garfunkel,the sound of silence,3088
0.47,richard marx,dont mean nothing,3089
0.47,tommy james,draggin the line,3090
0.47,al green,look what you done for me,3091
0.47,akon featuring colby odonis and kardinal offishall,beautiful,3092
0.47,richard marx,satisfied,3093
0.47,another bad creation,iesha,3094
0.47,edward maya featuring vika jigulina,stereo love,3095
0.47,the brothers johnson,strawberry letter 23,3096
0.47,styx,too much time on my hands,3097
0.47,x ambassadors,renegades,3098
0.47,the young rascals,ive been lonely too long,3099
0.47,Dean Lewis,Be Alright,3100
0.47,diana ross,why do fools fall in love,3101
0.47,michael bolton,when a man loves a woman,3102
0.47,paul anka,times of your life,3103
0.47,evan and jaron,crazy for this girl,3104
0.47,debbie gibson,out of the blue,3105
0.47,color me badd,the earth the sun the rain,3106
0.47,foxy brown featuring jayz,ill be,3107
0.47,men at work,overkill,3108
0.47,bow wow featuring chris brown and johnt'a austin,shortie like mine,3109
0.47,chicago,feelin stronger every day,3110
0.47,bobby shmurda,hot boy,3111
0.47,the trammps,disco inferno,3112
0.47,Marshmello,Come & Go,3113
0.47,percy sledge,take time to know her,3114
0.47,jayz,excuse me miss,3115
0.47,jewel,hands,3116
0.47,genesis,invisible touch,3117
0.47,the dave clark five,catch us if you can,3118
0.47,Hardy,Wait in the Truck,3119
0.47,anne murray,you wont see me,3120
0.47,Megan Thee Stallion,Body,3121
0.47,darius rucker,wagon wheel,3122
0.47,Shawn Mendes,Mercy,3123
0.47,onerepublic,all the right moves,3124
0.47,avril lavigne,my happy ending,3125
0.47,2 chainz featuring drake,no lie,3126
0.47,bad company,rock n roll fantasy,3127
0.47,classics iv,traces,3128
0.47,elton john,sad songs say so much,3129
0.47,Bailey Zimmerman,Fall in Love,3130
0.47,Remy Boyz,679,3131
0.47,nick lachey,whats left of me,3132
0.4679999999999999,chingy featuring ludacris and snoop dogg,holidae in,3133
0.46,del amitri,roll to me,3134
0.46,dottie west  kenny rogers,what are we doin in love,3135
0.46,trick daddy featuring ludacris lil kim and cee lo green,sugar gimme some,3136
0.46,sugarloaf,dont call us well call you,3137
0.46,mc hammer,u cant touch this,3138
0.46,status quo,pictures of matchstick men,3139
0.46,ricky martin and christina aguilera,nobody wants to be lonely,3140
0.46,sade,the sweetest taboo,3141
0.46,britney spears,oops i did it again,3142
0.46,ike  tina turner,proud mary,3143
0.46,Lil Dicky,Freaky Friday,3144
0.46,ludacris featuring mystikal and i20,move bitch,3145
0.46,hot chocolate,every 1s a winner,3146
0.46,bonnie raitt,something to talk about,3147
0.46,alabama,love in the first degree,3148
0.46,mama cass elliot,its getting better,3149
0.46,huey lewis and the news,i want a new drug,3150
0.46,the beatles,eight days a week,3151
0.46,jennifer lopez featuring jadakiss and styles p,jenny from the block,3152
0.46,christina perri,jar of hearts,3153
0.46,domino,getto jam,3154
0.46,air supply,all out of love,3155
0.46,bob seger  the silver bullet band,night moves,3156
0.46,Kodak Black,Tunnel Vision,3157
0.46,madonna,express yourself,3158
0.46,field mob featuring ciara,so what,3159
0.46,kenny g,songbird,3160
0.46,george benson,on broadway,3161
0.46,orianthi,according to you,3162
0.46,jody watley,dont you want me,3163
0.46,barry white,never never gonna give you up,3164
0.46,lloyd banks,on fire,3165
0.46,cliff richard,devil woman,3166
0.46,the beatles,penny lane,3167
0.46,Jeremih,Oui,3168
0.46,peter and gordon,lady godiva,3169
0.46,usher featuring juicy j,i dont mind,3170
0.46,war,the cisco kid,3171
0.46,rare earth,i know im losing you,3172
0.46,donna fargo,the happiest girl in the whole usa,3173
0.46,CKay,Love Nwantiti (Ah Ah Ah),3174
0.46,Taylor Swift,Willow,3175
0.46,duran duran,is there something i should know,3176
0.46,the allamerican rejects,it ends tonight,3177
0.46,jt money featuring sole,who dat,3178
0.46,cher lloyd,want u back,3179
0.46,joe,all the things your man wont do,3180
0.46,tatyana ali,daydreamin,3181
0.46,linkin park,shadow of the day,3182
0.46,genesis,i cant dance,3183
0.46,Mustard,Pure Water,3184
0.46,sting,if you love somebody set them free,3185
0.4559999999999999,aaliyah,the one i gave my heart to,3186
0.45,hurricane chris,a bay bay,3187
0.45,dru hill,were not making love no more,3188
0.45,chris brown,dont wake me up,3189
0.45,alicia keys,karma,3190
0.45,luther vandross and mariah carey,endless love,3191
0.45,the beau brummels,just a little,3192
0.45,rufus  chaka khan,tell me something good,3193
0.45,phil collins,i wish it would rain down,3194
0.45,wiz khalifa,roll up,3195
0.45,6ix9ine,Gummo,3196
0.45,calvin harris featuring ellie goulding,i need your love,3197
0.45,t rex,get it on,3198
0.45,Morgan Wallen,Everything I Love,3199
0.45,leann rimes,cant fight the moonlight,3200
0.45,bobby sherman,easy come easy go,3201
0.45,u2,desire,3202
0.45,elvin bishop,fooled around and fell in love,3203
0.45,little river band,cool change,3204
0.45,styx,come sail away,3205
0.45,the temptations,youre my everything,3206
0.45,royal philharmonic orchestra,hooked on classics,3207
0.45,journey,whos crying now,3208
0.45,wyclef jean featuring akon lil wayne and niia,sweetest girl dollar bill,3209
0.45,ariana grande and the weeknd,love me harder,3210
0.45,cher,take me home,3211
0.45,tim mcgraw,please remember me,3212
0.45,richard marx,hazard,3213
0.45,outkast,roses,3214
0.45,phoebe snow,poetry man,3215
0.45,animotion,obsession,3216
0.45,Selena Gomez,Hands to Myself,3217
0.45,kenny rogers and dolly parton,islands in the stream,3218
0.45,cherish featuring sean p,do it to it,3219
0.45,europe,carrie,3220
0.45,michael jackson and janet jackson,scream,3221
0.45,JP Saxe,If the World Was Ending,3222
0.45,dino,i like it,3223
0.45,blue cheer,summertime blues,3224
0.45,nelson,after the rain,3225
0.45,AJR,Bang!,3226
0.45,jay and the americans,this magic moment,3227
0.45,2pac,i get around,3228
0.45,ludacris featuring nicki minaj,my chick bad,3229
0.45,michelle branch,are you happy now,3230
0.45,Blanco Brown,The Git Up,3231
0.45,jessica simpson,i wanna love you forever,3232
0.45,helen reddy,youre my world,3233
0.45,inxs,what you need,3234
0.45,jayz,i just wanna love u give it 2 me,3235
0.45,simon  garfunkel,homeward bound,3236
0.45,oasis,wonderwall,3237
0.45,paul mccartney  wings,live and let die,3238
0.45,ed sheeran,sing,3239
0.45,chicago,beginningscolour my world,3240
0.45,dru hill,never make a promise,3241
0.45,akon,right now na na na,3242
0.444,Gucci Mane,I Get the Bag,3243
0.44,kesha,die young,3244
0.44,the lovin spoonful,did you ever have to make up your mind,3245
0.44,big sean featuring nicki minaj,dance a,3246
0.44,u2,mysterious ways,3247
0.44,aaron hall,i miss you,3248
0.44,ace,how long,3249
0.44,earth wind  fire  the emotions,boogie wonderland,3250
0.44,Selena Gomez,Taki Taki,3251
0.44,Brett Young,In Case You Didn't Know,3252
0.44,jagged edge,walked outta heaven,3253
0.44,Rich the Kid,Plug Walk,3254
0.44,jodeci,freekn you,3255
0.44,Lil Baby,We Paid,3256
0.44,Muni Long,Hrs and Hrs,3257
0.44,marvin gaye  tammi terrell,aint nothing like the real thing,3258
0.44,ian whitcomb,you turn me on,3259
0.44,Luke Combs,Better Together,3260
0.44,the police,de do do do de da da da,3261
0.44,pat benatar,love is a battlefield,3262
0.44,shania twain,forever and for always,3263
0.44,bon jovi,bed of roses,3264
0.44,busta rhymes,woo hah got you all in check,3265
0.44,tina turner,we dont need another hero,3266
0.44,paul simon,mother and child reunion,3267
0.44,jordin sparks,battlefield,3268
0.44,the temptations,runaway child running wild,3269
0.44,taylor swift,wildest dreams,3270
0.44,neyo,because of you,3271
0.44,rick springfield,affair of the heart,3272
0.44,c w mccall,convoy,3273
0.44,stevie nicks,talk to me,3274
0.44,the system,dont disturb this groove,3275
0.44,charles wright  the watts 103rd street rhythm band,express yourself,3276
0.44,the marshall tucker band,heard it in a love song,3277
0.44,vanilla ice,play that funky music,3278
0.44,coldplay,speed of sound,3279
0.44,missy elliott featuring ludacris,one minute man,3280
0.44,hurricane smith,oh babe what would you say,3281
0.44,the bells,stay awhile,3282
0.44,jd souther,youre only lonely,3283
0.44,98 degrees,give me just one night una noche,3284
0.44,Post Malone,Chemical,3285
0.44,ltd,every time i turn around back in love again,3286
0.44,enrique iglesias,escape,3287
0.44,donny osmond,soldier of love,3288
0.44,crosby stills  nash,wasted on the way,3289
0.44,Kevin Gates,2 Phones,3290
0.44,helen reddy,you and me against the world,3291
0.44,kt tunstall,black horse and the cherry tree,3292
0.44,shania twain,from this moment on,3293
0.44,the seekers,georgy girl,3294
0.44,belinda carlisle,i get weak,3295
0.44,journey,when you love a woman,3296
0.44,lou gramm,just between you and me,3297
0.43,the four tops,still water love,3298
0.43,rod stewart,infatuation,3299
0.43,john sebastian,welcome back,3300
0.43,bone thugsnharmony featuring akon,i tried,3301
0.43,the ventures,hawaii fiveo,3302
0.43,bt express,express,3303
0.43,skeelo,i wish,3304
0.43,kansas,carry on wayward son,3305
0.43,nas,i can,3306
0.43,the stampeders,sweet city woman,3307
0.43,five americans,western union,3308
0.43,eddie money,think im in love,3309
0.43,juelz santana,there it go the whistle song,3310
0.43,marvin gaye,ill be doggone,3311
0.43,johnnie taylor,i believe in you you believe in me,3312
0.43,madonna,la isla bonita,3313
0.43,Ellie Goulding,Close to Me,3314
0.43,the righteous brothers,rock and roll heaven,3315
0.43,xscape,understanding,3316
0.43,andy gibb,desire,3317
0.43,george michael,too funky,3318
0.43,secondhand serenade,fall for you,3319
0.43,timbaland  magoo featuring missy elliott and aaliyah,up jumps da boogie,3320
0.43,terence trent darby,sign your name,3321
0.43,madonna,material girl,3322
0.43,faith evans,love like this,3323
0.43,janet jackson,nasty,3324
0.43,andy gibb,our love dont throw it all away,3325
0.43,far east movement featuring ryan tedder,rocketeer,3326
0.43,robert parker,barefootin,3327
0.43,filter,take a picture,3328
0.43,Drake,You're Mines Still,3329
0.43,Morgan Wallen,Sand in My Boots,3330
0.43,player,this time im in it for love,3331
0.43,lisa loeb,i do,3332
0.43,gavin degraw,i dont want to be,3333
0.43,the black eyed peas,meet me halfway,3334
0.43,Maroon 5,Wait,3335
0.43,phil collins,something happened on the way to heaven,3336
0.43,gary us bonds,this little girl,3337
0.43,eric church,springsteen,3338
0.43,yg featuring jeezy and rich homie quan,my hitta,3339
0.43,tears for fears,sowing the seeds of love,3340
0.43,corina,temptation,3341
0.43,the tubes,shes a beauty,3342
0.43,james brown,i got the feelin,3343
0.43,Lainey Wilson,Heart Like a Truck,3344
0.43,flo rida featuring wynter gordon,sugar,3345
0.43,mystikal featuring nivea,danger been so long,3346
0.43,roberta flack  donny hathaway,where is the love,3347
0.43,aaliyah,more than a woman,3348
0.43,Justin Bieber,Yummy,3349
0.42,tina turner,better be good to me,3350
0.42,earth wind  fire,sing a song,3351
0.42,the carpenters,sing,3352
0.42,pete townshend,let my love open the door,3353
0.42,Karol G,Mamiii,3354
0.42,laura branigan,solitaire,3355
0.42,the bee gees,ive gotta get a message to you,3356
0.42,gary lewis  the playboys,save your heart for me,3357
0.42,kanye west featuring rihanna,all of the lights,3358
0.42,glen campbell,galveston,3359
0.42,d12,my band,3360
0.42,mike reno and ann wilson,almost paradise,3361
0.42,dj snake and alunageorge,you know you like it,3362
0.42,echosmith,cool kids,3363
0.42,toni braxton,i dont want to  i love me some him,3364
0.42,warren g,this dj,3365
0.42,bobby caldwell,what you wont do for love,3366
0.42,al green,im still in love with you,3367
0.42,bryan adams,cant stop this thing we started,3368
0.42,Lil Baby,Every Chance I Get,3369
